code,kr-name
UNE114,통제보호구역(해군기지)
UNE120,제한보호구역
UNE121,제한보호구역(전방지역 : 25km)
UNE122,제한보호구역(후방지역 : 500m)
UNE123,제한보호구역(폭발물관련 : 1km)
UNE124,제한보호구역(전술항공 : 5km)
UNE125,제한보호구역(지원/헬기 : 2km)
UNE126,제한보호구역(전기통신 : 2km)
UNE127,제한보호구역(해군기지)
UNE128,제한보호구역(수역)
UNE129,제한보호구역(방공기지 : 1km)
UNE200,대공방어협조구역
UNE201,대공방어협조구역(위탁고도 : 54-236m)
UNE300,민간인통제선
UNE400,비행안전구역
UNE410,전술항공작전기지
UNE411,비행안전제1구역(전술)
UNE412,비행안전제2구역(전술)
UNE413,비행안전제3구역(전술)
UNE414,비행안전제4구역(전술)
UNE415,비행안전제5구역(전술)
UNE416,비행안전제6구역(전술)
UNE420,지원항공작전기지
UNE421,비행안전제1구역(지원)
UNE422,비행안전제2구역(지원)
UNE423,비행안전제3구역(지원)
UNE424,비행안전제4구역(지원)
UNE425,비행안전제5구역(지원)
UNE430,헬기전용작전기지
UNE431,비행안전제1구역(헬기)
UNE432,비행안전제2구역(헬기)
UNE433,비행안전제3구역(헬기)
UNE440,비상활주로
UNE441,비행안전제1구역(비상)
UNE442,비행안전제2구역(비상)
UNE443,비행안전제3구역(비상)
UNE999,군사기지 및 군사시설기타
UNZ000,군사기타용도지역지구미분류
UNZ100,군사기타용도지역지구용도지역지구
UNZ999,군사기타용도지역지구기타
UOA000,교육환경보호구역미분류
UOA100,교육환경보호구역
UOA110,절대보호구역
UOA120,상대보호구역
UOA999,교육환경보호구역기타
UOB000,청소년수련지구미분류
UOB100,청소년수련지구
UOB999,청소년수련지구기타
UOC000,보호구역미분류
UOC100,문화재보호구역
UOC200,문화재
UOC300,현상변경허가 대상구역
UOC400,등록문화재구역
UOC500,지정문화재구역
UOC510,국가지정문화재구역
UOC520,시도지정문화재구역
UOC530,문화재자료구역
UOC600,가지정문화재구역
UOC700,조례로정한지역
UOC800,역사문화환경보존지역
UOC999,보호구역기타
UOD000,전통건조물보존미분류
UOD100,전통건조물보존지구
UOD200,보존대상전통건조물보호구역
UOD999,전통건조물보존기타
UOE000,전통사찰보존미분류
UOE100,경내지
UOE200,전통사찰보존구역
UOE300,전통사찰역사문화보존구역
UOE999,전통사찰보존기타
UOF000,관광지미분류
UOF100,관광지
UOF200,관광단지
UOF300,관광특구
UOF999,관광지기타
UOG000,고도보존용도지구미분류
UOG100,특별보존지구
UOG200,역사문화환경지구
UOG999,고도보존용도지구기타
UOH000,문화예술진흥용도지구미분류
UOH100,문화지구
UOH999,문화예술진흥용도지구기타
UOI000,청소년활동진흥용도지구미분류
UOI100,청소년수련지구
UOI999,청소년활동진흥용도지구기타
UOJ000,묘지등설치제한지역미분류
UOJ100,묘지등설치제한지역
UOJ999,묘지등설치제한지역기타
UOK000,문화산업단지미분류
UOK100,문화산업단지
UOK999,문화산업단지기타
UOZ000,교육문화기타용도지역지구미분류
UOZ100,교육문화기타용도지역지구용도지역지구
UOZ999,교육문화기타용도지역지구기타
UPA000,화재경계지구미분류
UPA100,화재경계지구
UPA999,화재경계지구기타
UPB000,재해위험지구미분류
UPB100,재해위험지구
UPB200,자연재해위험지구
UPB210,침수위험지구
UPB220,유실위험지구
UPB230,고립위험지구
UPB250,해일위험지구
UPB260,취약방재시설지구
UPB999,재해위험지구기타
UPD000,재난안전관리위험지역미분류
UPD100,위험지역
UPD999,재난안전관리위험지역기타
UPE000,붕괴위험지역미분류
UPE100,붕괴위험지역
UPE999,붕괴위험지역기타
UPF000,재해위험 개선사업지구미분류
UPF100,재해위험 개선사업지구
UPF999,재해위험 개선사업지구기타
UPG000,위험저수지·댐 정비지구미분류
UPG100,위험저수지·댐 정비지구
UPG999,위험저수지·댐 정비지구기타
UPZ000,재해재난기타용도지역지구미분류
UPZ100,재해재난기타용도지역지구용도지역지구
UPZ999,재해재난기타용도지역지구기타
UQA000,도시지역미분류
UQA001,도시지역
UQA002,도시관리계획 입안중
UQA01X,도시지역
UQA100,주거지역
UQA110,전용주거지역
UQA111,제1종전용주거지역
UQA112,제2종전용주거지역
UQA120,일반주거지역
UQA121,제1종일반주거지역
UQA122,제2종일반주거지역
UQA123,제3종일반주거지역
UQA130,준주거지역
UQA200,상업지역
UQA210,중심상업지역
UQA220,일반상업지역
UQA230,근린상업지역
UQA240,유통상업지역
UQA300,공업지역
UQA310,전용공업지역
UQA320,일반공업지역
UQA330,준공업지역
UQA400,녹지지역
UQA410,보전녹지지역
UQA420,생산녹지지역
UQA430,자연녹지지역
UQA500,도시지역미지정
UQA999,도시지역기타
UQB000,관리지역미분류
UQB001,관리지역
UQB100,계획관리지역
UQB200,생산관리지역
UQB300,보전관리지역
UQB999,관리지역기타
UQC000,농림지역미분류
UQC001,농림지역
UQC999,농림지역기타
UQD000,자연환경보전지역미분류
UQD001,자연환경보전지역
UQD999,자연환경보전지역기타
UQE000,국토이용용도지역미분류
UQE999,국토이용용도지역기타
UQF000,경관지구미분류
UQF100,경관지구
UQF110,자연경관지구
UQF120,특화경관지구
UQF130,시가지경관지구
UQF131,시가지경관지구(중심)
UQF132,시가지경관지구(일반)
UQF999,경관지구기타
UQG000,미관지구미분류
UQG100,미관지구
UQG110,중심지미관지구
UQG120,역사문화미관지구
UQG130,일반미관지구
UQG999,미관지구기타
UQH000,고도지구미분류
UQH100,고도지구
UQH110,최고고도지구
UQH120,최저고도지구
UQH999,고도지구기타
UQI000,방화지구미분류
UQI100,방화지구
UQI999,방화지구기타
UQJ000,방재지구미분류
UQJ100,방재지구
UQJ200,시가지방재지구
UQJ300,자연방재지구
UQJ999,방재지구기타
UQK000,보존지구미분류
UQK100,보존지구
UQK110,역사문화환경보호지구
UQK120,중요시설물보존지구
UQK121,중요시설물보호지구(공항)
UQK122,중요시설물보호지구(항만)
UQK123,중요시설물보호지구(공용)
UQK130,생태계보호지구
UQK999,보존지구기타
UQL000,시설보호지구미분류
UQL100,시설보호지구
UQL110,공항시설보호지구
UQL120,학교시설보호지구
UQL130,공용시설보호지구
UQL140,항만시설보호지구
UQL999,시설보호지구기타
UQM000,용도지구취락미분류
UQM100,용도지구취락지구
UQM110,자연취락지구
UQM120,집단취락지구
UQM999,용도지구취락기타
UQN000,개발진흥미분류
UQN100,개발진흥지구
UQN110,주거개발진흥지구
UQN120,산업개발진흥지구
UQN130,유통개발진흥지구
UQN140,관광ㆍ휴양개발진흥지구
UQN150,복합개발진흥지구
UQN160,특정개발진흥지구
UQN170,산업ㆍ유통개발진흥지구
UQN999,개발진흥기타
UQO000,특정용도미분류
UQO100,특정용도제한지구
UQO999,특정용도기타
UQP000,국토이용용도지구미분류
UQP100,국토이용기타용도지구
UQP120,위락지구
UQP130,리모델링지구
UQP500,복합용도지구미분류
UQP501,복합용도지구
UQP599,복합용도지구기타
UQP999,국토이용용도지구기타
UQQ000,용도구역미분류
UQQ100,도시계획구역
UQQ200,시가화조정구역
UQQ300,지구단위계획구역
UQQ310,제1종지구단위계획구역
UQQ320,제2종지구단위계획구역
UQQ321,주거용지
UQQ322,상업용지
UQQ323,공업용지
UQQ324,녹지용지
UQQ325,공공시설용지
UQQ329,기타용지
UQQ400,광역계획구역
UQQ500,수산자원보호구역
UQQ600,토지거래계약에관한허가구역
UQQ700,개발밀도관리구역
UQQ800,기반시설부담구역
UQQ810,도시자연공원구역
UQQ900,개발행위허가제한지역
UQQ901,입지규제최소구역
UQQ902,성장관리방안 수립지역
UQQ999,용도구역기타
UQR000,사업지역미분류
UQR100,일단의주택단지조성사업지역
UQR200,시가지조성사업지역
UQR300,일단의공업용지조성사업지역
UQR400,도시계획시설의 부지
UQR999,사업지역기타
UQS000,교통운수시설미분류
UQS100,도로
UQS101,일반도로
UQS102,자동차전용도로
UQS103,보행자전용도로
UQS104,자전거전용도로
UQS105,고가도로
UQS106,지하도로
UQS111,광로1류
UQS112,광로2류
UQS113,광로3류
UQS114,대로1류
UQS115,대로2류
UQS116,대로3류
UQS117,중로1류
UQS118,중로2류
UQS119,중로3류
UQS120,소로1류
UQS121,소로2류
UQS122,소로3류
UQS131,주간선도로
UQS132,보조간선도로
UQS133,집산도로
UQS134,국지도로
UQS141,도시고속도로
UQS142,특수도로(보행자전용도로)
UQS143,특수도로(자전거전용도로)
UQS190,기타도로시설
UQS200,주차장
UQS210,노외주차장
UQS290,기타주차장시설
UQS300,자동차정류장
UQS310,여객자동차터미널
UQS320,화물터미널
UQS330,공영차고지
UQS390,기타자동차정류장
UQS400,자동차및건설기계검사시설
UQS410,자동차검사시설
UQS420,건설기계검사소
UQS490,기타자동차및건설기계검사소
UQS500,철도
UQS510,일반철도
UQS520,도시철도
UQS530,고속철도
UQS540,국유철도사업시설
UQS549,기타철도시설
UQS550,궤도
UQS559,기타궤도시설
UQS560,삭도
UQS569,기타삭도시설
UQS600,운하
UQS610,기타운하시설
UQS700,항만
UQS710,항만시설
UQS720,어항시설
UQS790,기타항만시설
UQS800,공항
UQS810,공항시설
UQS890,기타공항시설
UQS900,자동차및건설기계운전학원
UQS910,자동차운전학원
UQS920,건설기계운전학원
UQS990,기타자동차및건설기계운전학원
UQS999,기타교통시설
UQT000,공간시설미분류
UQT100,광장
UQT110,교통광장
UQT111,교차점광장
UQT112,역전광장
UQT113,주요시설광장
UQT120,일반광장
UQT121,중심대광장
UQT122,근린광장
UQT130,경관광장
UQT140,지하광장
UQT150,건축물부설광장
UQT190,기타광장시설
UQT200,공원
UQT210,어린이공원
UQT220,근린공원
UQT221,문화공원
UQT230,도시자연공원
UQT240,묘지공원
UQT250,체육공원
UQT260,소공원
UQT290,기타공원시설
UQT300,녹지
UQT310,완충녹지
UQT320,경관녹지
UQT330,연결녹지
UQT390,기타녹지시설
UQT400,유원지
UQT490,기타유원지시설
UQT500,공공공지
UQT590,기타공공공지시설
UQT600,도시자연공원구역
UQT999,기타도시공간시설
UQU000,유통및공급시설미분류
UQU100,시장
UQU110,대규모점포및정기시장
UQU120,농수산물도매시장
UQU130,농수산물공판장및농수산물종합유통센터
UQU140,가축시장
UQU199,기타시장시설
UQU200,유통업무설비
UQU210,유통단지
UQU290,기타유통업무설비
UQU300,수도공급시설
UQU310,취수시설
UQU320,저수시설
UQU330,정수시설
UQU340,배수시설
UQU350,전용관로상의도수시설및송수시설
UQU390,기타수도시설
UQU400,공동구
UQU490,기타공동구시설
UQU500,전기공급설비
UQU510,발전시설
UQU520,변전시설
UQU530,고압선
UQU540,배전사업소
UQU590,기타전기공급설비
UQU600,가스공급설비
UQU610,고압가스저장소
UQU620,액화석유가스충전시설
UQU630,가스공급시설
UQU690,기타가스공급설비
UQU700,열공급설비
UQU710,열원시설
UQU720,열수송시설
UQU790,기타열공급설비
UQU800,유류저장및송유설비
UQU810,석유비축저장시설
UQU820,송유관
UQU830,유류저장시설
UQU840,송유시설
UQU890,기타유류저장및송유설비
UQU900,방송통신시설
UQU910,무선설비
UQU920,사업용전기통신설비
UQU930,유선방송국설비
UQU990,기타방송통신시설
UQU999,기타유통및공급시설
UQV000,공공문화체육시설미분류
UQV100,운동장
UQV110,종합운동장
UQV190,기타운동장시설
UQV200,공공청사
UQV210,청사
UQV220,공관
UQV230,교정시설
UQV231,교도소
UQV232,구치소
UQV233,소년원
UQV234,소년분류심사원
UQV290,기타공공청사시설
UQV300,학교
UQV310,유치원
UQV320,초등학교
UQV330,중학교
UQV340,고등학교
UQV350,대학
UQV390,기타학교시설
UQV400,도서관
UQV410,공공도서관
UQV420,전문도서관
UQV430,특수도서관
UQV490,기타도서관시설
UQV500,연구시설
UQV590,기타연구시설
UQV600,문화시설
UQV610,공연장
UQV620,박물관
UQV630,미술관
UQV640,문화산업진흥시설
UQV650,문화산업단지
UQV660,과학관
UQV690,기타문화시설
UQV700,사회복지시설
UQV709,기타사회복지시설
UQV750,공공직업훈련시설
UQV759,기타공공직업훈련시설
UQV800,체육시설
UQV810,공공체육시설
UQV820,골프장
UQV830,스키장
UQV890,기타체육시설
UQV910,청소년수련시설
UQV990,기타청소년수련시설
UQV999,기타공공문화복지시설
UQW000,방재시설미분류
UQW100,하천
UQW110,국가하천
UQW120,지방1급하천
UQW130,지방2급하천
UQW140,소하천
UQW190,기타하천시설
UQW200,저수지
UQW210,댐
UQW220,제방
UQW290,기타저수지시설
UQW300,방풍설비
UQW310,방풍림시설
UQW320,방풍담장시설
UQW330,방풍망시설
UQW390,기타방풍설비
UQW400,방수설비
UQW410,배수시설
UQW420,방수시설
UQW490,기타방수설비
UQW500,방화설비
UQW510,소방용수시설
UQW590,기타방화설비
UQW600,사방설비
UQW610,사방시설
UQW690,기타사방설비
UQW700,방조설비
UQW710,방조제
UQW790,기타방조설비
UQW800,유수지
UQW810,유수시설
UQW820,저류시설
UQW890,기타유수지시설
UQW999,기타도시방재시설
UQX000,보건위생시설미분류
UQX100,도축장
UQX190,기타도축장시설
UQX200,공동묘지
UQX210,공설묘지
UQX220,사설묘지
UQX290,기타공동묘지시설
UQX300,화장장
UQX310,공설화장장
UQX320,사설화장장
UQX390,기타화장장시설
UQX400,장례식장
UQX490,기타장례식장시설
UQX500,종합의료시설
UQX510,종합병원
UQX590,기타종합의료시설
UQX600,납골시설
UQX610,공공납골시설
UQX620,사설납골시설
UQX690,기타납골시설
UQX700,자연장지
UQX999,기타보건위생시설
UQY000,국토계획환경기초시설미분류
UQY100,하수도
UQY110,공공하수도중간선하수관
UQY120,하수종말처리시설
UQY190,기타하수도시설
UQY200,폐기물처리시설
UQY210,광역폐기물처리시설
UQY220,재활용시설
UQY290,기타폐기물처리시설
UQY300,수질오염방지시설
UQY310,폐수종말처리시설
UQY320,폐수수탁처리업시설
UQY330,분뇨처리시설
UQY340,축산폐수공공처리시설
UQY350,폐광폐수처리시설
UQY390,기타수질오염방지시설
UQY400,폐차장
UQY490,기타폐차장시설
UQY999,기타환경기초시설
UQZ000,기타용도지역지구미분류
UQZ999,기타용도지역지구기타
ZA0001,시계(市界)경관지구
ZA0002,문화재주변경관지구
ZA0003,조망경관지구
ZA0004,보행우선지구
ZA0005,사적건축물보전지구
ZA0006,문화재보존영향 검토대상지역
ZA0008,조망가로미관지구
ZA0009,학교이적지
ZA0010,4대문안
ZA0011,비오톱1등급
ZA0012,사고지
ZA1101,원형보존지
ZB0001,숙박시설제한지구
ZB0002,위락시설제한지구
ZB0003,위험물저장및처리시설제한지구
ZB0004,문화재보존영향 검토대상지역
ZB0005,도시계획시설이적지
ZB0006,지적재조사업지구
ZB0007,등록사항정정대상토지
ZB3501,해운대구컨벤션영상해양레저특구
ZC0001,제1종자연경관지구
ZC0002,제2종자연경관지구
ZC0003,제1종수변경관지구
ZC0004,제2종수변경관지구
ZC0005,전통경관지구
ZC0006,숙박시설제한지구
ZC0007,위락시설제한지구
ZC0008,위험물저장및처리시설제한지구
ZC0009,문화재보존영향 검토대상지역
ZC0011,팔공산자연공원집단시설지구
ZD0001,숙박시설제한지구
ZD0002,위락시설제한지구
ZD0003,위험물저장및처리시설제한지구
ZD0004,문화재보존영향 검토대상지역
ZD0006,시지정문화재천연보호구역
ZD0007,사고지
ZD0008,지적재조사사업지구
ZD0009,역사문화환경 보전지역
ZE0001,제1종자연경관지구
ZE0002,제2종자연경관지구
ZE0003,제1종수변(水邊)경관지구
ZE0004,제2종수변경관지구
ZE0005,전통경관지구
ZE0006,조망권경관지구
ZE0007,숙박시설제한지구
ZE0008,위락시설제한지구
ZE0009,위험물저장및처리시설제한지구
ZE0010,보행자우선지구
ZE0011,주거환경보호지구
ZE0012,농수산업지구
ZE0013,시계관리지구
ZE0014,문화재보존영향 검토대상지역
ZF0001,호국경관지구
ZF0002,문화재보존영향 검토대상지역
ZF0003,숙박시설제한지구
ZF0004,위락시설제한지구
ZF0005,일반경관지구
ZF0006,위험물저장및처리시설제한지구
ZF0007,원도심권역
ZG0001,숙박시설제한지구
ZG0002,위락시설제한지구
ZG0003,위험물저장및처리시설제한지구
ZG0004,문화재보존영향 검토대상지역
ZH0001,전통경관지구
ZH0002,조망권경관지구
ZH0003,상업개발촉진지구
ZH0004,공업개발촉진지구
ZH0005,첨단산업개발촉진지구
ZH0006,외국인투자개발촉진지구
ZH0007,레포츠개발촉진지구
ZH0008,숙박시설제한지구
ZH0009,위험물저장및처리시설제한지구
ZH0010,보행자우선지구
ZH0011,주거환경보호지구
ZH0012,농수산업지구
ZH0013,시계관리지구
ZH0014,제1종자연경관지구
ZH0015,제2종자연경관지구
ZH0016,제1종수변경관지구
ZH0017,제2종수변경관지구
ZH0018,위락시설제한지구
ZH0020,자연환경보전보호구역
ZH0021,문화재보존영향 검토대상지역
ZH0035,숙박·위락시설제한지구
ZH1101,수원시향토유적보호구역
ZH1301,성남시향토유적보호구역
ZH1501,의정부시향토유적보호구역
ZH1701,안양시향토유적보호구역
ZH1901,부천시향토유적보호구역
ZH2501,동두천시향토유적보호구역
ZH2701,안산시향토유적보호구역
ZH2901,과천시향토유적보호구역
ZH3101,구리시향토유적보호구역
ZH3601,남양주시향토유적보호구역
ZH3901,시흥시향토문화유산보호구역
ZH4101,군포시향토유적보호구역
ZH4301,의왕시향토유적보호구역
ZH4501,하남시향토유적보호구역
ZH4601,용인시향토유적보호구역
ZH5701,김포시향토유적보호구역
ZH5702,김포시자연경관보전지역
ZH6101,광주시향토유적보호구역
ZH6301,양주시향토유적보호구역
ZH6501,포천시향토유적보호구역
ZH7301,여주군향토유적보호구역
ZH8201,가평군향토유적보호구역
ZH8301,양평군향토유적보호구역
ZI0001,조망권경관지구
ZI0002,문화재보존영양 검토대상지역
ZI0004,주거환경보호지구
ZI0005,위락시설제한지구
ZI0006,숙박시설제한지구
ZI0007,위험물저장및처리시설제한지구
ZI0009,동강유역자연휴식지역
ZI0010,자연환경연구공원
ZI2101,농수산업지구
ZI7801,농업지구
ZI8001,제2종자연경관지구
ZJ0001,숙박시설제한지구
ZJ0002,위락시설제한지구
ZJ0003,위험물저장및처리시설제한지구
ZJ0004,보행자우선지구
ZJ0005,주거환경보호지구
ZJ0006,농수산업지구
ZJ0007,시계관리지구
ZJ0008,문화재보존영향 검토대상지역
ZJ0009,제1종자연경관지구
ZJ0010,제2종자연경관지구
ZJ0011,제1종수변경관지구
ZJ0012,제2종수변경관지구
ZJ0013,전통경관지구
ZJ0016,조망권경관지구
ZJ1001,등록사항정정대상토지
ZJ1002,지적재조사사업지구
ZJ7101,청원군향토유적보호구역
ZJ7201,보은군전통사찰보존구역주변지역
ZJ7202,보은군자연경관보전지역
ZJ7401,영동군향토유적보호구역
ZJ7402,증평군향토유적보호구역
ZJ8001,단양군향토유적보호구역
ZJ8002,단양군전통사찰보존구역주변지역
ZK0001,제1종자연경관지구
ZK0002,제2종자연경관지구
ZK0003,제1종수변경관지구
ZK0004,제2종수변경관지구
ZK0005,전통경관지구
ZK0006,조망권경관지구
ZK0007,숙박시설제한지구
ZK0008,위락시설제한지구
ZK0009,위험물저장및처리시설제한지구
ZK0010,보행자우선지구
ZK0011,주거환경보호지구
ZK0012,농수산업지구
ZK0013,시계관리지구
ZK0014,문화재보존영향 검토대상지역
ZL0001,제1종자연경관지구
ZL0002,제2종자연경관지구
ZL0003,제1종수변경관지구
ZL0004,제2종수변경관지구
ZL0005,전통경관지구
ZL0006,조망권경관지구
ZL0007,숙박시설제한지구
ZL0008,위락시설제한지구
ZL0009,위험물저장및처리시설제한지구
ZL0010,문화재보존영향 검토대상지역
ZL0011,농수산업지구
ZL0012,주거환경보호지구
ZL1401,자연경관보전지역
ZL1901,자연경관보전지역
ZL7101,자연경관보전지역
ZL7201,자연경관보전지역
ZL7301,향토유적보호구역
ZL7401,자연경관보전지역
ZL7901,자연경관보전지역
ZL8001,자연경관보전지역
ZM0001,전통경관지구
ZM0002,조망권경관지구
ZM0003,숙박시설제한지구
ZM0004,위락시설제한지구
ZM0005,위험물저장및처리시설제한지구
ZM0006,문화재보존영향 검토대상지역
ZM0007,농수산업지구
ZM0008,주거환경보호지구
ZM0009,제1종자연경관지구
ZM0010,제2종자연경관지구
ZM0011,제1종수변경관지구
ZM0012,제2종수변경관지구
ZM1301,여수시향토유적보호구역
ZM7101,담양군향토유적보호구역
ZM7701,고흥군자연경관보전지역
ZM8101,강진군자연경관보전지역
ZM8401,무안군향토유적보호구역
ZM9001,진도군향토유적보호구역
ZM9101,신안군향토유적보호구역
ZN0001,제1종자연경관지구
ZN0002,제2종자연경관지구
ZN0003,제1종수변경관지구
ZN0004,제2종수변경관지구
ZN0005,전통경관지구
ZN0006,조망권경관지구
ZN0007,숙박시설제한지구
ZN0008,위락시설제한지구
ZN0009,위험물저장및처리시설제한지구
ZN0010,보행자우선지구
ZN0011,주거환경보호지구
ZN0012,농수산업지구
ZN0013,도계관리지구
ZN0014,문화재보존영향 검토대상지역
ZN1101,수변및기타경관지구
ZN1901,구미시전통사찰보존구역주변지역
ZN2101,영주시전통사찰보존구역주변지역
ZN2501,상주시자연경관보전지역
ZN7701,영덕군자연경관보전지역
ZO0001,제1종자연경관지구
ZO0002,제2종자연경관지구
ZO0003,제1종수변경관지구
ZO0004,제2종수변(水邊)경관지구
ZO0005,전통경관지구
ZO0006,조망권경관지구
ZO0007,숙박시설제한지구
ZO0008,위락시설제한지구
ZO0009,위험물저장및처리시설제한지구
ZO0010,문화재보존영향 검토대상지역
ZO0011,농수산업지구
ZO0012,주거환경보호지구
ZO8901,자연경관보전지역
ZP0001,전통경관지구
ZP0002,조망권경관지구
ZP0003,숙박시설제한지구
ZP0004,위락시설제한지구
ZP0005,위험물저장및처리시설제한지구
ZP0006,보행자우선지구
ZP0007,주거환경보호지구
ZP0008,농수산업지구
ZP0009,시계관리지구
ZP0010,문화재보존영향 검토대상지역
ZP0012,정주환경지원지구
ZQ0001,중점경관관리구역
